Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info,Conditions
"Paris, France",26-02-2020,36.9,44.5,40.3,33.7,77.44,,18.3,40.3,278.83,27.9,0.1,16.67,,11.2,11.1,1007.5,Light Rain,48.85718,2.34141,"Paris, France",,,"Rain, Clear"
"Paris, France",27-02-2020,38.4,52.8,42,36.2,80.28,,26.2,55.3,249.08,29.8,0.4,20.83,,9.5,12.3,1005.9,"Mist, Light Drizzle, Rain, Light Rain",48.85718,2.34141,"Paris, France",,,"Rain, Clear"
"Paris, France",28-02-2020,34.5,51.3,42.3,37.4,83.05,,14.8,33.3,209.62,30.5,0,0,,10.9,8.4,1015.1,"Light Drizzle, Light Rain",48.85718,2.34141,"Paris, France",,,Clear
"Paris, France",29-02-2020,44.1,53.8,48.5,41.2,76.2,,21.9,59.9,225.42,35.7,0.1,8.33,,10.3,9.8,997.9,"Rain, Thunderstorm, Heavy Rain, Light Rain",48.85718,2.34141,"Paris, France",,,"Rain, Clear"
"Paris, France",01-03-2020,35.8,48.4,42.9,38.7,85.31,,15,36.9,223.88,26.8,0.7,25,,9.8,11.1,997,"Mist, Light Snow, Rain, Heavy Rain And Snow, Light Rain",48.85718,2.34141,"Paris, France",,,"Rain, Clear"
"Paris, France",02-03-2020,40.5,48.4,44.1,40.1,86.16,,16.2,38,246.62,35.3,0.3,33.33,,9.9,12.8,992.6,"Mist, Light Drizzle, Light Rain",48.85718,2.34141,"Paris, France",,,"Rain, Clear"
"Paris, France",03-03-2020,35.5,48.1,41.6,34.6,76.9,,10.5,23,254.33,30.3,0,0,,11.4,5.1,1006.1,,48.85718,2.34141,"Paris, France",,,Clear
"Paris, France",04-03-2020,38.1,45.9,42.4,38.6,86.48,,11.4,25.3,211.42,35,0,4.17,,9.3,9.3,1011.5,"Mist, Light Drizzle, Light Drizzle/Rain, Fog, Light Rain",48.85718,2.34141,"Paris, France",,,Clear
"Paris, France",05-03-2020,44.5,53.3,48.2,46.2,93.12,,19.7,40.9,205.5,36.5,1,54.17,,6.5,15.8,992.5,"Drizzle, Mist, Light Drizzle, Rain, Light Rain",48.85718,2.34141,"Paris, France",,,"Rain, Clear"
"Paris, France",06-03-2020,42.7,49.2,45.1,36.2,72.09,,17.2,43.8,310,35,0,8.33,,11,12.4,1003.9,"Light Drizzle, Light Rain",48.85718,2.34141,"Paris, France",,,Clear
"Paris, France",07-03-2020,37.7,52.5,45.9,37.1,72.28,,8.8,19.7,261,35.9,0,0,,10.3,6.6,1020.2,Mist,48.85718,2.34141,"Paris, France",,,Clear
"Paris, France",08-03-2020,45.6,51.3,48,43.9,85.76,,15.9,38,223.17,40.7,0.1,8.33,,10.3,13.7,1015.4,"Light Drizzle, Light Drizzle/Rain, Light Rain",48.85718,2.34141,"Paris, France",,,"Rain, Clear"
"Paris, France",09-03-2020,41.7,53.8,46.8,38.6,73.98,,12.4,30.8,266.71,35.9,0,0,,11.1,9.9,1017.3,"Light Drizzle, Light Rain",48.85718,2.34141,"Paris, France",,,Clear
"Paris, France",10-03-2020,45,58.9,53.2,49.5,87.55,,15.5,36.9,239.04,38.3,0.1,12.5,,9.7,16.2,1014.5,"Drizzle, Mist, Light Drizzle, Light Rain",48.85718,2.34141,"Paris, France",,,"Rain, Clear"
"Paris, France",11-03-2020,54.1,62.2,57.6,49.9,76.27,,15.6,35.8,230.71,,0,0,,11.1,15.3,1017.1,,48.85718,2.34141,"Paris, France",,,Clear
"Paris, France",12-03-2020,45.3,56.4,51.8,40.4,66.63,,15.2,35.8,268.33,39.8,0.1,12.5,,10.8,8.8,1016.7,"Light Drizzle/Rain, Light Rain",48.85718,2.34141,"Paris, France",,,"Rain, Clear"
"Paris, France",13-03-2020,37.3,52.8,46.3,34.3,63.95,,11.4,28.9,259.58,30.7,0,0,,10.2,14,1022,,48.85718,2.34141,"Paris, France",,,Clear
"Paris, France",14-03-2020,42.7,52,47.5,41.3,79.44,,10.3,25.3,203.17,37.3,0,8.33,,9.6,24.6,1019.8,Light Rain,48.85718,2.34141,"Paris, France",,,Clear
"Paris, France",15-03-2020,45.4,61.6,52.1,42.9,73.09,,12.8,26.4,206.21,42.9,0,0,,10.8,8.9,1014.1,,48.85718,2.34141,"Paris, France",,,Clear
"Paris, France",16-03-2020,44.5,49.9,47.8,42.7,82.6,,9.2,,274.17,39.6,0,0,,6.2,63.4,,,48.85718,2.34141,"Paris, France",,,Partially cloudy
"Paris, France",17-03-2020,46.3,58.9,50.7,43.9,77.95,,6.9,,221.11,43.4,0,0,,6.2,73.1,,,48.85718,2.34141,"Paris, France",,,Partially cloudy
"Paris, France",18-03-2020,48.1,62.5,54.7,46.2,74.03,,5.8,,170.56,49.3,0,0,,5.6,25,,,48.85718,2.34141,"Paris, France",,,Clear
"Herndon, VA",01-01-2020,29,49.8,40.4,23.1,51.59,,16.9,21.9,221.75,23.9,0,0,,10,41.1,1010.6,,38.96972,-77.38519,"Herndon, VA",,,Partially cloudy
"Herndon, VA",02-01-2020,25.1,51,38.6,26.6,63.82,,11.1,,145.29,20.9,0,0,,10,56.4,1013.8,,38.96972,-77.38519,"Herndon, VA",,,Partially cloudy
"Herndon, VA",03-01-2020,44.9,51.7,48.9,44.7,86.32,,11.4,,153.13,40.7,0.3,54.17,,8.1,89,1009.8,"Mist, Rain, Heavy Rain, Light Rain",38.96972,-77.38519,"Herndon, VA",,,"Rain, Overcast"
"Herndon, VA",04-01-2020,44.8,57.6,51.1,47.2,87.19,,21.5,30.4,179.04,36.4,0.4,37.5,,6.1,72,1004.6,"Mist, Rain, Fog, Light Rain",38.96972,-77.38519,"Herndon, VA",,,"Rain, Partially cloudy"
"Herndon, VA",05-01-2020,28.2,43,37.4,25,61.18,,24,35.7,251.75,26.4,0,0,,10,70.5,1015.9,,38.96972,-77.38519,"Herndon, VA",,,Partially cloudy
"Herndon, VA",06-01-2020,28.2,52.9,39.7,23.6,56.55,,18.1,32.2,209.67,25.6,0,0,,10,44.1,1017.3,,38.96972,-77.38519,"Herndon, VA",,,Partially cloudy
"Herndon, VA",07-01-2020,27.1,39.7,31.8,24.8,76.24,,14.6,,146.42,23,0.3,25,0.5,7.3,70.6,1016.6,"Mist, Light Snow, Fog, Snow",38.96972,-77.38519,"Herndon, VA",,,"Rain, Partially cloudy"
"Herndon, VA",08-01-2020,26.8,43,33.4,21.8,65.76,,22.8,33.7,225.83,17.4,0,0,0.5,10,31.9,1021.3,,38.96972,-77.38519,"Herndon, VA",,,Partially cloudy
"Herndon, VA",09-01-2020,26,38.9,31.9,16.1,52.1,,10,,154.55,17.8,0,0,,10,42.7,1038.6,,38.96972,-77.38519,"Herndon, VA",,,Partially cloudy
"Herndon, VA",10-01-2020,34,55.9,44.8,35,68.26,,12.6,21.9,175.92,27.2,0,0,,10,77.6,1033.1,,38.96972,-77.38519,"Herndon, VA",,,Overcast
"Herndon, VA",11-01-2020,49,69.9,61,53.5,76.61,,22.1,36.8,168.58,48.2,0,0,,9.9,75.6,1021.4,Light Rain,38.96972,-77.38519,"Herndon, VA",,,Overcast
"Herndon, VA",12-01-2020,46,67.2,61,48,64.78,,17.7,27.7,254.04,43,0.3,25,,9.7,46.8,1020,"Rain, Heavy Rain, Light Rain",38.96972,-77.38519,"Herndon, VA",,,"Rain, Partially cloudy"
"Herndon, VA",13-01-2020,38,50,43.7,36.9,77.35,,6.8,,134.08,32.8,0,0,,10,79.6,1028,,38.96972,-77.38519,"Herndon, VA",,,Overcast
"Herndon, VA",14-01-2020,38.8,47.7,44.2,42,91.89,,6.2,,112.62,39.1,0.1,20.83,,5,97.5,1023.5,"Mist, Fog, Light Rain",38.96972,-77.38519,"Herndon, VA",,,"Rain, Overcast"
"Herndon, VA",15-01-2020,39.5,55.9,47.4,42.5,84.61,,10.2,,128.57,37.6,0,0,,5.6,67.4,1021.2,"Mist, Fog",38.96972,-77.38519,"Herndon, VA",,,Partially cloudy
"Herndon, VA",16-01-2020,35.9,52.9,47,30.4,55.36,,28.6,50.7,286.92,25.8,0,0,,9.9,50.1,1019.8,,38.96972,-77.38519,"Herndon, VA",,,Partially cloudy
"Herndon, VA",17-01-2020,24.2,35.9,31.8,12.3,44.25,,22.7,38.5,278,16.5,0,0,,10,36.9,1037.7,,38.96972,-77.38519,"Herndon, VA",,,Partially cloudy
"Herndon, VA",18-01-2020,25.2,38.8,30,23.7,77.58,,21.4,29.9,144.58,17.7,0.2,41.67,0,8.8,88.1,1026.7,"Mist, Light Snow, Light Rain, Light Freezing Rain",38.96972,-77.38519,"Herndon, VA",,,"Rain, Overcast"
"Herndon, VA",19-01-2020,26.1,41.9,36.5,25,64.82,,30.4,41.4,281.67,14,0,12.5,,9.8,70.4,1013.1,"Mist, Light Rain",38.96972,-77.38519,"Herndon, VA",,,Partially cloudy
"Herndon, VA",20-01-2020,21.9,34,26.9,8.5,46.29,,18.4,27.7,329.12,7.4,0,0,,10,8.9,1027.6,,38.96972,-77.38519,"Herndon, VA",,,Clear
"Herndon, VA",21-01-2020,20.1,35,27.4,12,52.27,,13.9,,310.08,11.3,0,0,,10,1.1,1032.6,,38.96972,-77.38519,"Herndon, VA",,,Clear
"Herndon, VA",22-01-2020,17.2,39.7,27.8,13.2,55.9,,9,,114.71,12.2,0,0,,10,17.3,1031.8,,38.96972,-77.38519,"Herndon, VA",,,Clear
"Herndon, VA",23-01-2020,19.1,42.1,30.5,18.9,64.01,,6.9,,74.17,14.6,0,0,,10,71.2,1028.9,,38.96972,-77.38519,"Herndon, VA",,,Partially cloudy
"Herndon, VA",24-01-2020,32.1,49.9,42.7,33.7,70.25,,17.8,27.7,61.54,31.3,0,4.17,,9.7,85,1023.4,"Mist, Light Rain",38.96972,-77.38519,"Herndon, VA",,,Overcast
"Herndon, VA",25-01-2020,36.2,49.8,45.1,39.6,81.61,,16.9,26.7,243.83,33.4,1.1,45.83,,8.7,67.8,1011.8,"Mist, Rain, Heavy Rain, Light Rain",38.96972,-77.38519,"Herndon, VA",,,"Rain, Partially cloudy"
"Herndon, VA",26-01-2020,30.1,45,39.3,28.1,64.97,,13.9,20.8,218.71,27.3,0,0,,10,69.4,1012.4,,38.96972,-77.38519,"Herndon, VA",,,Partially cloudy
"Herndon, VA",27-01-2020,32,48.6,39.7,28,63.85,,17.3,25.3,253,26.1,0,0,,10,83.2,1009.7,,38.96972,-77.38519,"Herndon, VA",,,Overcast
"Herndon, VA",28-01-2020,38.9,44.1,40.8,27.8,59.89,,20.5,25.3,308.58,31.6,0,0,,10,88.1,1013.8,,38.96972,-77.38519,"Herndon, VA",,,Overcast
"Herndon, VA",29-01-2020,27,44,38.1,23.6,56.23,,14.7,,238.54,29.2,0,0,,10,69.5,1019.6,,38.96972,-77.38519,"Herndon, VA",,,Partially cloudy
"Herndon, VA",30-01-2020,23.4,40.8,32.9,19.9,59.54,,5.9,,76.88,19.5,0,0,,10,74.8,1024.7,,38.96972,-77.38519,"Herndon, VA",,,Partially cloudy
"Herndon, VA",31-01-2020,28.3,43.1,36.4,26.6,68.5,,9.2,,99.08,24.9,0,0,,10,75.4,1024.8,Light Rain,38.96972,-77.38519,"Herndon, VA",,,Overcast
"Herndon, VA",01-02-2020,26.1,48.6,36.7,31.4,81.97,,12.3,,142.05,25.7,0.1,20.83,,7.4,58.3,1013.3,"Mist, Light Rain",38.96972,-77.38519,"Herndon, VA",,,"Rain, Partially cloudy"
"Herndon, VA",02-02-2020,30.9,57.9,43.6,30.5,62.8,,18.2,27.7,194.62,28.9,0,0,,8.4,44,1003.2,"Mist, Fog",38.96972,-77.38519,"Herndon, VA",,,Partially cloudy
"Herndon, VA",03-02-2020,43.4,66.8,57.6,34.5,42.55,,19.5,35,219.83,42,0,0,,10,55.9,1009.5,,38.96972,-77.38519,"Herndon, VA",,,Partially cloudy
"Herndon, VA",04-02-2020,54,65.9,59.3,43.3,55.98,,10,,162.88,,0,0,,10,82.7,1009.5,Light Rain,38.96972,-77.38519,"Herndon, VA",,,Overcast
"Herndon, VA",05-02-2020,37,57.6,43.4,36.9,77.94,,20.5,26.4,84.17,29.3,0,16.67,,8.1,88.4,1014.3,"Drizzle, Heavy Drizzle, Mist, Light Rain, Smoke Or Haze",38.96972,-77.38519,"Herndon, VA",,,Overcast
"Herndon, VA",06-02-2020,37.1,45.9,40.8,38.8,92.54,,9.1,,154,30.9,0.5,66.67,,4.6,97.3,1002.1,"Mist, Light Drizzle, Light Rain",38.96972,-77.38519,"Herndon, VA",,,"Rain, Overcast"
"Herndon, VA",07-02-2020,34,57.7,44.5,34.6,70.32,,28.8,41.4,246.5,24.3,0.3,29.17,,6.8,79.5,994.6,"Mist, Rain, Fog, Light Rain",38.96972,-77.38519,"Herndon, VA",,,"Rain, Overcast"
"Herndon, VA",08-02-2020,29.1,43.9,35.5,19,51.69,,14.5,17.2,221.58,21.7,0,0,,10,38.9,1022.4,,38.96972,-77.38519,"Herndon, VA",,,Partially cloudy
"Herndon, VA",09-02-2020,24.3,48.7,38.1,23.6,58.78,,12.6,21.9,151.35,23.6,0,0,,10,48.8,1030.3,,38.96972,-77.38519,"Herndon, VA",,,Partially cloudy
"Herndon, VA",10-02-2020,40.9,46,44.2,36.8,76.43,,18,29.3,194.54,33.7,0.4,58.33,,9.3,91.4,1021.6,Light Rain,38.96972,-77.38519,"Herndon, VA",,,"Rain, Overcast"
"Herndon, VA",11-02-2020,46.8,53.7,49.5,45.6,87.13,,21.5,28.9,183.33,39.3,0.3,45.83,,5.6,83,1014,"Mist, Light Drizzle, Rain, Light Rain",38.96972,-77.38519,"Herndon, VA",,,"Rain, Overcast"
"Herndon, VA",12-02-2020,39.6,47.8,42.7,30.3,62.6,,16.3,31.1,209.57,33.6,0.1,12.5,,9.4,78.5,1020.5,"Mist, Light Rain",38.96972,-77.38519,"Herndon, VA",,,"Rain, Overcast"
"Herndon, VA",13-02-2020,39.7,54.9,46.2,40.1,80.45,,20.7,33.3,233.04,33.6,0.1,25,,9.2,87.3,1008.3,Light Rain,38.96972,-77.38519,"Herndon, VA",,,"Rain, Overcast"
"Herndon, VA",14-02-2020,24.1,40.9,34.1,16.2,48.03,,20.7,31.5,317.04,15.1,0,0,,10,47.3,1026.9,,38.96972,-77.38519,"Herndon, VA",,,Partially cloudy
"Herndon, VA",15-02-2020,16,36,26.9,12.1,54.93,,11.3,17.2,156.14,14.3,0,0,,10,47.1,1034.1,,38.96972,-77.38519,"Herndon, VA",,,Partially cloudy
"Herndon, VA",16-02-2020,29.9,52.9,38.2,22.2,53.35,,10.1,,143,25,0,0,,10,80.5,1021.8,,38.96972,-77.38519,"Herndon, VA",,,Overcast
"Herndon, VA",17-02-2020,29.9,53,43.9,25.3,49.75,,8.1,,131.77,26.5,0,0,,10,53.1,1023.6,,38.96972,-77.38519,"Herndon, VA",,,Partially cloudy
"Herndon, VA",18-02-2020,39,59,49.2,36.8,62.97,,14.7,25.3,158.08,38.4,0,0,,9.9,81.2,1020.5,Light Rain,38.96972,-77.38519,"Herndon, VA",,,Overcast
"Herndon, VA",19-02-2020,30.9,52,44.6,23.9,46.07,,17.1,27.7,301.67,27.5,0,4.17,,10,62.1,1025.8,Light Drizzle,38.96972,-77.38519,"Herndon, VA",,,Partially cloudy
"Herndon, VA",20-02-2020,30,38,35,15,44.22,,14.6,26.4,218.59,24,0,0,,10,75.5,1030.6,,38.96972,-77.38519,"Herndon, VA",,,Overcast
"Herndon, VA",21-02-2020,21.8,37.1,28.6,8.1,42.34,,15,,272.38,10.4,0,0,,10,12.5,1032.9,,38.96972,-77.38519,"Herndon, VA",,,Clear
"Herndon, VA",22-02-2020,18,54,35.5,10.1,40.49,,11.3,,148.67,12.6,0,0,,10,7.5,1027.4,,38.96972,-77.38519,"Herndon, VA",,,Clear
"Herndon, VA",23-02-2020,19.3,56.9,39.2,14.6,42.63,,8.9,17.2,120.25,18.5,0,0,,10,18.6,1022.5,,38.96972,-77.38519,"Herndon, VA",,,Clear
"Herndon, VA",24-02-2020,27,60.1,43.3,25.3,52.37,,9.9,,92.25,27.8,0,0,,10,70.2,1016.1,,38.96972,-77.38519,"Herndon, VA",,,Partially cloudy
"Herndon, VA",25-02-2020,44.9,51.8,48.4,44.9,88.12,,7.9,,119.04,42.5,0.3,33.33,,6.4,95.2,1010.3,"Mist, Light Rain",38.96972,-77.38519,"Herndon, VA",,,"Rain, Overcast"
"Herndon, VA",26-02-2020,46,52.7,49.8,47.6,92.25,,17.3,28.3,111.38,39,0.4,4.17,,2.4,91.4,1008.9,"Lightning Without Thunder, Mist, Light Drizzle, Thunderstorm, Fog, Light Rain, Smoke Or Haze",38.96972,-77.38519,"Herndon, VA",,,"Rain, Overcast"
"Herndon, VA",27-02-2020,28.2,43.8,37.2,20.5,51.82,,26.6,40.8,284.75,19.3,0.3,16.67,,9.8,53.5,1009,Light Rain,38.96972,-77.38519,"Herndon, VA",,,"Rain, Partially cloudy"
"Herndon, VA",28-02-2020,29.1,44,36,18.4,48.62,,15.8,18.3,250.71,21.1,0,0,,10,76.2,1013.1,,38.96972,-77.38519,"Herndon, VA",,,Overcast
"Herndon, VA",29-02-2020,27.1,35.9,32,12.2,44.18,,25,34.3,302.12,17.7,0,0,,10,49.6,1016.5,,38.96972,-77.38519,"Herndon, VA",,,Partially cloudy
"Herndon, VA",01-03-2020,22.9,51.2,37.4,13.5,39.79,,10.3,19.7,208.25,18.3,0,0,,10,18.5,1022.7,,38.96972,-77.38519,"Herndon, VA",,,Clear
"Herndon, VA",02-03-2020,34,65.9,50,27.5,43,,20.3,36.7,197.04,29.9,0,12.5,,10,68.9,1013.9,Light Rain,38.96972,-77.38519,"Herndon, VA",,,Partially cloudy
"Herndon, VA",03-03-2020,42,64,51.8,44.2,75.93,,19,31.1,193.83,37.7,0,16.67,,9.4,63.7,1005,"Mist, Light Rain",38.96972,-77.38519,"Herndon, VA",,,Partially cloudy
"Herndon, VA",04-03-2020,43,64.1,53.4,26.7,37.64,,21.7,31.1,254.21,38.7,0,0,,10,43.8,1011,Light Rain,38.96972,-77.38519,"Herndon, VA",,,Partially cloudy
"Herndon, VA",05-03-2020,34.2,53.1,46.8,24.9,42.94,,15.8,24.2,202.09,35.3,0,0,,10,69.8,1019.3,,38.96972,-77.38519,"Herndon, VA",,,Partially cloudy
"Herndon, VA",06-03-2020,28.1,52,40.9,29.7,65.26,,19.5,31.3,236.5,24.4,0,8.33,,9.9,57.7,1012.1,"Lightning Without Thunder, Mist, Thunderstorm, Light Rain",38.96972,-77.38519,"Herndon, VA",,,Partially cloudy
"Herndon, VA",07-03-2020,37.1,51.1,42.7,20.6,43.05,,24,33.3,323.54,27.6,0,0,,10,43.7,1026,,38.96972,-77.38519,"Herndon, VA",,,Partially cloudy
"Herndon, VA",08-03-2020,27,62.1,46.2,16.8,37.61,,12.5,18.3,177.26,25.7,0,0,,10,16.5,1032.5,,38.96972,-77.38519,"Herndon, VA",,,Clear
"Herndon, VA",09-03-2020,41.8,74,57.5,23.5,29.63,,13.5,21.9,194.88,37.4,0,0,,10,61.6,1028.2,,38.96972,-77.38519,"Herndon, VA",,,Partially cloudy
"Herndon, VA",10-03-2020,55.1,72.8,60.9,45.1,57.13,,22.7,34.4,211.79,,0,12.5,,10,84.4,1019.9,Light Rain,38.96972,-77.38519,"Herndon, VA",,,Overcast
"Herndon, VA",11-03-2020,42.1,56.8,49.8,37.4,62.77,,14.3,,141.12,40.2,0,0,,10,62.6,1019.2,,38.96972,-77.38519,"Herndon, VA",,,Partially cloudy
"Herndon, VA",12-03-2020,39.7,65,52.5,42,68.41,,12.8,,141.17,40.3,0,0,,10,79.9,1017.3,,38.96972,-77.38519,"Herndon, VA",,,Overcast
"Herndon, VA",13-03-2020,49.8,73.8,59,41.4,60.89,,23.2,32.2,218.88,49.4,0.2,12.5,,7.5,82.7,1013.2,"Mist, Rain, Light Rain, Smoke Or Haze",38.96972,-77.38519,"Herndon, VA",,,"Rain, Overcast"
"Herndon, VA",14-03-2020,38.4,56.9,49.1,22.3,38.03,,22.4,30.4,216.17,36.1,0.1,16.67,,10,73,1027.7,Light Rain,38.96972,-77.38519,"Herndon, VA",,,"Rain, Partially cloudy"
"Herndon, VA",15-03-2020,34.2,47.9,41.6,35.2,79.08,,11.3,,39.54,32.1,0.1,37.5,,9.2,71.9,1030.7,"Mist, Light Rain",38.96972,-77.38519,"Herndon, VA",,,"Rain, Partially cloudy"
"Herndon, VA",16-03-2020,32.1,53.1,43.2,27.7,56.8,,15,,159.35,28.8,0,0,,10,53.9,1030.7,,38.96972,-77.38519,"Herndon, VA",,,Partially cloudy
"Herndon, VA",17-03-2020,43.1,63.1,50.9,39.9,67.09,,18.3,25.3,176.82,38.3,0,0,,9.8,68.8,1022.5,,38.96972,-77.38519,"Herndon, VA",,,Partially cloudy
"Herndon, VA",18-03-2020,39.8,56,49.4,34,56.01,,12.8,20.8,163.29,35.7,0,8.33,,10,63.1,1029.1,,38.96972,-77.38519,"Herndon, VA",,,Partially cloudy
"Chicago, IL",01-01-2020,24.4,42.9,33.8,24.3,69.1,,22.2,28.4,214.96,13.7,0,0,0.6,10,3.9,1007.7,,41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",02-01-2020,37.6,48.4,43.2,32.3,65.56,,18.2,26.3,211.58,30,0,0,,10,5.1,1002.7,,41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",03-01-2020,34.2,43.6,37.3,30.9,77.56,,9,13.9,240.75,27.2,0,0,,9.7,10,1009.8,,41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",04-01-2020,28.4,34.8,32.1,24,71.96,,15.6,19.7,308.88,17.9,0,4.17,1.2,8.3,9.8,1016.7,"Light Snow, Mist",41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",05-01-2020,25.4,42.3,33.4,25.4,72.91,,23,36.8,230.96,14.8,0,0,,9.8,8,1016.5,,41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",06-01-2020,29.6,42,34.9,19.6,54.61,,17.5,21.9,246.75,20,0,0,,10,5.5,1020.9,,41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",07-01-2020,31.5,41.4,35.4,21.9,57.81,,14.9,20.8,251.88,21.4,0,0,,10,7.3,1016.9,,41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",08-01-2020,17,30.7,22.8,9.3,56.14,,18.5,24.1,193.75,4.8,0,0,,10,3.6,1028.4,,41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",09-01-2020,25.5,50.2,40,28.5,63.67,,30.7,40.4,170.71,12.5,0,8.33,,9.8,8.8,1018.8,"Mist, Light Rain",41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",10-01-2020,37.4,49.8,43,40.7,91.56,,19.2,26.2,221.54,27.6,0.8,12.5,,3.4,10.9,1017,"Mist, Light Drizzle, Rain, Fog, Light Rain",41.88425,-87.63245,"Chicago, IL",,,"Rain, Clear"
"Chicago, IL",11-01-2020,29.2,37.8,33.5,32.1,94.49,,26.7,48.3,147,16.8,0.8,50,,2.7,28,1011.4,"Ice, Blowing Or Drifting Snow, Mist, Light Snow, Light Drizzle, Rain, Light Rain",41.88425,-87.63245,"Chicago, IL",,,"Rain, Partially cloudy"
"Chicago, IL",12-01-2020,25.1,32.1,28.4,24.5,85.34,,12.8,21.9,165.96,15.6,0,0,0.9,8.7,40.1,1024.9,"Mist, Light Snow, Light Freezing Drizzle/Freezing Rain",41.88425,-87.63245,"Chicago, IL",,,Partially cloudy
"Chicago, IL",13-01-2020,31.8,34.1,32.8,27.4,80.41,,15.9,17.2,205.38,22.3,0,0,0.7,8.7,29.1,1025.9,"Mist, Light Snow",41.88425,-87.63245,"Chicago, IL",,,Partially cloudy
"Chicago, IL",14-01-2020,31.5,42.2,36.3,31.7,83.47,,13,19.7,220.75,23.6,0,0,0.6,7.8,6.8,1020.5,Mist,41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",15-01-2020,30.3,36.7,33.8,31.4,90.4,,14,18.7,177.54,23.6,0,0,,4.1,9.3,1020.3,"Mist, Light Drizzle",41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",16-01-2020,18.4,31.6,23.4,12.2,62.68,,16.3,22,299.83,5.3,0,0,,9.6,7.2,1037.6,,41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",17-01-2020,20,29.5,25.4,19.2,77.37,,27.3,32.5,141.71,10.3,0.1,16.67,1.2,7.3,8.9,1037.6,"Blowing Or Drifting Snow, Heavy Snow, Mist, Light Snow",41.88425,-87.63245,"Chicago, IL",,,"Rain, Clear"
"Chicago, IL",18-01-2020,9,36.7,27,23.1,85.35,,24.8,44.4,218.71,-10.1,0.4,41.67,0.8,6.5,10.8,1012,"Ice, Mist, Light Snow, Light Drizzle, Light Rain, Light Freezing Drizzle/Freezing Rain, Light Freezing Rain",41.88425,-87.63245,"Chicago, IL",,,"Rain, Clear"
"Chicago, IL",19-01-2020,4.1,23.5,13,5.1,70.48,,22.3,30.6,271.04,-15.5,0,0,0.6,9.9,6.9,1027.7,Light Snow,41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",20-01-2020,21.7,30,25.2,17.6,72.48,,10.7,16.1,275.21,14.3,0,0,0.8,9.7,7.5,1036.6,Light Snow,41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",21-01-2020,20.3,30.7,25.6,16.7,69.37,,13.5,19.7,237.92,13,0,0,,10,3.7,1035.8,,41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",22-01-2020,25.1,35,29.5,19.5,66.22,,15.4,24.2,188.54,12.6,0,0,,9.9,9.4,1024.6,,41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",23-01-2020,29.6,34.2,32.2,28.9,88.23,,11.3,19.7,150,21.2,0.1,33.33,0.6,3.9,9.2,1018.9,"Light Snow, Mist, Light Drizzle",41.88425,-87.63245,"Chicago, IL",,,"Rain, Clear"
"Chicago, IL",24-01-2020,33.3,36.7,34.8,33.7,95.31,,7.9,11.4,104.17,28,0.3,41.67,0.6,2.6,9.9,1011.4,"Mist, Light Drizzle, Fog, Light Rain",41.88425,-87.63245,"Chicago, IL",,,"Rain, Clear"
"Chicago, IL",25-01-2020,33.2,34.8,33.8,31.7,91.83,,11.4,15,243.21,24.8,0.1,37.5,,4.3,10.6,1011,"Mist, Light Snow",41.88425,-87.63245,"Chicago, IL",,,"Rain, Clear"
"Chicago, IL",26-01-2020,28.6,34.3,31.9,28.1,85.55,,12.6,19.7,252.29,19.9,0,0,,8.4,10.6,1013.9,Mist,41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",27-01-2020,28.9,34.4,32.1,27.5,83.05,,8.7,12.8,287.67,21.3,0,0,,7.7,10,1016.1,"Mist, Light Snow",41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",28-01-2020,30.6,33.5,32.1,25.3,75.66,,9.8,11.4,267.75,23.9,0,0,,9.5,10.9,1020.1,Light Snow,41.88425,-87.63245,"Chicago, IL",,,Clear
"Chicago, IL",29-01-2020,30.5,31.8,31.1,25.5,79.64,,7.9,11.4,119.33,23.2,0.1,4.17,,8.6,10,1023.1,"Light Snow, Mist",41.88425,-87.63245,"Chicago, IL",,,"Rain, Clear"
